,Learning Rate,Epoch,Mean AUC,Weight Decay,%Acc
0,0.01,0.0,0.8206060606060607,1.0,0.09345794392523364
1,0.01,1.0,0.8963636363636363,1.0,0.09345794392523364
2,0.01,2.0,0.88298418972332,1.0,0.6635514018691588
3,0.01,3.0,0.9551515151515152,1.0,0.0
4,0.01,4.0,0.8925955204216074,1.0,0.6635514018691588
5,0.01,5.0,0.9375757575757575,1.0,0.6635514018691588
6,0.01,6.0,0.8186561264822134,1.0,0.09345794392523364
7,0.01,7.0,0.9095454545454545,1.0,0.0
8,0.01,8.0,0.9490909090909091,1.0,0.6635514018691588
9,0.01,9.0,0.889090909090909,1.0,0.6635514018691588
10,0.01,0.0,0.8848484848484849,0.01,0.0
11,0.01,1.0,0.9059025032938076,0.01,0.6635514018691588
12,0.01,2.0,0.9152569169960475,0.01,0.6635514018691588
13,0.01,3.0,0.9293939393939393,0.01,0.6635514018691588
14,0.01,4.0,0.98,0.01,0.6635514018691588
15,0.01,5.0,0.956969696969697,0.01,0.6635514018691588
16,0.01,6.0,0.9609222661396575,0.01,0.6635514018691588
17,0.01,7.0,0.9440645586297759,0.01,0.6635514018691588
18,0.01,8.0,0.9018445322793149,0.01,0.6635514018691588
19,0.01,9.0,0.9345981554677206,0.01,0.6635514018691588
20,0.01,0.0,0.930566534914361,0.0001,0.09345794392523364
21,0.01,1.0,0.9707575757575758,0.0001,0.6635514018691588
22,0.01,2.0,0.98,0.0001,0.6635514018691588
23,0.01,3.0,0.9349077733860344,0.0001,0.6635514018691588
24,0.01,4.0,0.9484848484848485,0.0001,0.6635514018691588
25,0.01,5.0,0.9442951251646903,0.0001,0.6635514018691588
26,0.01,6.0,0.9548484848484848,0.0001,0.6635514018691588
27,0.01,7.0,0.976969696969697,0.0001,0.6635514018691588
28,0.01,8.0,0.8807575757575757,0.0001,0.6635514018691588
29,0.01,9.0,0.9439525691699603,0.0001,0.6635514018691588
30,0.001,0.0,0.9466666666666668,1.0,0.6635514018691588
31,0.001,1.0,0.9133860342555994,1.0,0.6635514018691588
32,0.001,2.0,0.9514097496706192,1.0,0.0
33,0.001,3.0,0.9287878787878787,1.0,0.0
34,0.001,4.0,0.9090909090909091,1.0,0.6635514018691588
35,0.001,5.0,0.9369696969696969,1.0,0.6635514018691588
36,0.001,6.0,0.936969696969697,1.0,0.6635514018691588
37,0.001,7.0,0.9527272727272728,1.0,0.6635514018691588
38,0.001,8.0,0.8730500658761529,1.0,0.0
39,0.001,9.0,0.9271212121212122,1.0,0.6635514018691588
40,0.001,0.0,0.97399209486166,0.01,0.6635514018691588
41,0.001,1.0,0.9448484848484848,0.01,0.0
42,0.001,2.0,0.9779710144927537,0.01,0.6635514018691588
43,0.001,3.0,0.9628985507246377,0.01,0.6635514018691588
44,0.001,4.0,0.9848484848484849,0.01,0.6635514018691588
45,0.001,5.0,0.9466666666666668,0.01,0.6635514018691588
46,0.001,6.0,0.9625757575757575,0.01,0.6635514018691588
47,0.001,7.0,0.9661133069828722,0.01,0.6635514018691588
48,0.001,8.0,0.9709090909090909,0.01,0.6635514018691588
49,0.001,9.0,0.9656060606060606,0.01,0.6635514018691588
50,0.001,0.0,0.9476152832674571,0.0001,0.6635514018691588
51,0.001,1.0,0.9310408432147562,0.0001,0.6635514018691588
52,0.001,2.0,0.9884848484848484,0.0001,0.6635514018691588
53,0.001,3.0,0.9666666666666666,0.0001,0.6635514018691588
54,0.001,4.0,0.9518181818181819,0.0001,0.6635514018691588
55,0.001,5.0,0.9607575757575756,0.0001,0.6635514018691588
56,0.001,6.0,0.9478787878787878,0.0001,0.6635514018691588
57,0.001,7.0,0.9483003952569169,0.0001,0.6635514018691588
58,0.001,8.0,0.9509090909090909,0.0001,0.6635514018691588
59,0.001,9.0,0.9647957839262186,0.0001,0.6635514018691588
60,0.0001,0.0,0.9775230566534916,1.0,0.6635514018691588
61,0.0001,1.0,0.9709090909090909,1.0,0.6635514018691588
62,0.0001,2.0,0.9533333333333333,1.0,0.6635514018691588
63,0.0001,3.0,0.961159420289855,1.0,0.6635514018691588
64,0.0001,4.0,0.96,1.0,0.6635514018691588
65,0.0001,5.0,0.9624242424242425,1.0,0.6635514018691588
66,0.0001,6.0,0.9757575757575758,1.0,0.6635514018691588
67,0.0001,7.0,0.9587878787878787,1.0,0.6635514018691588
68,0.0001,8.0,0.9793939393939394,1.0,0.6635514018691588
69,0.0001,9.0,0.9727272727272728,1.0,0.6635514018691588
70,0.0001,0.0,0.9603030303030303,0.01,0.6635514018691588
