,Learning Rate,Epoch,Mean AUC,Weight Decay,%Acc
0,0.01,0.0,0.9555555555555555,1.0,0.0
1,0.01,1.0,0.9391589506172839,1.0,0.09345794392523364
2,0.01,2.0,0.9456404320987654,1.0,0.0
3,0.01,3.0,0.9438271604938273,1.0,0.6635514018691588
4,0.01,4.0,0.9130423928830792,1.0,0.6635514018691588
5,0.01,5.0,0.9635416666666666,1.0,0.6635514018691588
6,0.01,6.0,0.9054466230936818,1.0,0.6635514018691588
7,0.01,7.0,0.9369598765432099,1.0,0.6635514018691588
8,0.01,8.0,0.880246913580247,1.0,0.6635514018691588
9,0.01,9.0,0.9326275417574438,1.0,0.6635514018691588
10,0.01,0.0,0.9186728395061728,0.01,0.6635514018691588
11,0.01,1.0,0.9592592592592593,0.01,0.6635514018691588
12,0.01,2.0,0.9204793028322439,0.01,0.0
13,0.01,3.0,0.9692901234567901,0.01,0.09345794392523364
14,0.01,4.0,0.9209876543209875,0.01,0.6635514018691588
15,0.01,5.0,0.991358024691358,0.01,0.0
16,0.01,6.0,0.9231095679012348,0.01,0.6635514018691588
17,0.01,7.0,0.9271604938271606,0.01,0.6635514018691588
18,0.01,8.0,0.9474945533769064,0.01,0.09345794392523364
19,0.01,9.0,0.9347608024691358,0.01,0.0
20,0.01,0.0,0.8882625272331155,0.0001,0.6635514018691588
21,0.01,1.0,0.9126724763979666,0.0001,0.6635514018691588
22,0.01,2.0,0.9474219317356573,0.0001,0.0
23,0.01,3.0,0.930516975308642,0.0001,0.6635514018691588
24,0.01,4.0,0.9518518518518518,0.0001,0.6635514018691588
25,0.01,5.0,0.9829475308641976,0.0001,0.6635514018691588
26,0.01,6.0,0.9509077705156136,0.0001,0.6635514018691588
27,0.01,7.0,0.9268132716049384,0.0001,0.6635514018691588
28,0.01,8.0,0.9444444444444444,0.0001,0.6635514018691588
29,0.01,9.0,0.9370370370370371,0.0001,0.6635514018691588
30,0.001,0.0,0.9864197530864198,1.0,0.6635514018691588
31,0.001,1.0,0.9157407407407407,1.0,0.411214953271028
32,0.001,2.0,0.5595497458242557,1.0,0.009345794392523364
33,0.001,3.0,0.9570806100217865,1.0,0.6635514018691588
34,0.001,4.0,0.9038966049382715,1.0,0.616822429906542
35,0.001,5.0,0.9469907407407407,1.0,0.6635514018691588
36,0.001,6.0,0.8869303740014524,1.0,0.6635514018691588
37,0.001,7.0,0.8506172839506174,1.0,0.0
38,0.001,8.0,0.9358024691358023,1.0,0.6635514018691588
39,0.001,9.0,0.984645061728395,1.0,0.6635514018691588
40,0.001,0.0,0.9221836419753087,0.01,0.6635514018691588
41,0.001,1.0,0.9392361111111112,0.01,0.6635514018691588
42,0.001,2.0,0.9679012345679011,0.01,0.6635514018691588
43,0.001,3.0,0.9528957879448077,0.01,0.0
44,0.001,4.0,0.9641975308641975,0.01,0.6635514018691588
45,0.001,5.0,0.9580246913580246,0.01,0.6635514018691588
46,0.001,6.0,0.9172839506172841,0.01,0.6635514018691588
47,0.001,7.0,0.9520833333333333,0.01,0.6635514018691588
48,0.001,8.0,0.9112563543936092,0.01,0.6635514018691588
49,0.001,9.0,0.9555555555555557,0.01,0.6635514018691588
50,0.001,0.0,0.9199868373275236,0.0001,0.6635514018691588
51,0.001,1.0,0.945679012345679,0.0001,0.6635514018691588
52,0.001,2.0,0.9370370370370371,0.0001,0.6635514018691588
53,0.001,3.0,0.9412490922294844,0.0001,0.6635514018691588
54,0.001,4.0,0.8954248366013071,0.0001,0.6635514018691588
55,0.001,5.0,0.9629629629629629,0.0001,0.6635514018691588
56,0.001,6.0,0.9405092592592593,0.0001,0.6635514018691588
57,0.001,7.0,0.9493827160493827,0.0001,0.6635514018691588
58,0.001,8.0,0.9629629629629629,0.0001,0.6635514018691588
59,0.001,9.0,0.9248456790123457,0.0001,0.6635514018691588
60,0.0001,0.0,0.9458333333333333,1.0,0.6635514018691588
61,0.0001,1.0,0.9297839506172839,1.0,0.6635514018691588
62,0.0001,2.0,0.9543209876543209,1.0,0.6635514018691588
63,0.0001,3.0,0.9278231663035584,1.0,0.6635514018691588
64,0.0001,4.0,0.9349400871459694,1.0,0.6635514018691588
65,0.0001,5.0,0.9790123456790124,1.0,0.6635514018691588
66,0.0001,6.0,0.966820987654321,1.0,0.6635514018691588
67,0.0001,7.0,0.9543209876543209,1.0,0.6635514018691588
68,0.0001,8.0,0.9444444444444444,1.0,0.6635514018691588
69,0.0001,9.0,0.9506172839506173,1.0,0.6635514018691588
70,0.0001,0.0,0.9118373275236019,0.01,0.6635514018691588
71,0.0001,1.0,0.9285493827160494,0.01,0.6635514018691588
72,0.0001,2.0,0.9604938271604938,0.01,0.6635514018691588
73,0.0001,3.0,0.9195352214960058,0.01,0.6635514018691588
74,0.0001,4.0,0.9753086419753088,0.01,0.6635514018691588
75,0.0001,5.0,0.9246913580246914,0.01,0.6635514018691588
76,0.0001,6.0,0.9666666666666666,0.01,0.6635514018691588
77,0.0001,7.0,0.9088598402323894,0.01,0.6635514018691588
78,0.0001,8.0,0.9246913580246914,0.01,0.6635514018691588
79,0.0001,9.0,0.9740740740740742,0.01,0.6635514018691588
80,0.0001,0.0,0.9712577160493827,0.0001,0.6635514018691588
81,0.0001,1.0,0.9370370370370371,0.0001,0.6635514018691588
82,0.0001,2.0,0.9888888888888889,0.0001,0.6635514018691588
83,0.0001,3.0,0.9617283950617284,0.0001,0.6635514018691588
84,0.0001,4.0,1.0,0.0001,0.6635514018691588
85,0.0001,5.0,0.9777777777777779,0.0001,0.6635514018691588
86,0.0001,6.0,0.9376929012345678,0.0001,0.6635514018691588
87,0.0001,7.0,0.9641975308641975,0.0001,0.6635514018691588
88,0.0001,8.0,0.946064814814815,0.0001,0.6635514018691588
89,0.0001,9.0,0.9345679012345679,0.0001,0.6635514018691588
90,1e-05,0.0,0.9666666666666668,1.0,0.6635514018691588
91,1e-05,1.0,0.9928240740740741,1.0,0.6635514018691588
92,1e-05,2.0,0.9384894698620189,1.0,0.6635514018691588
93,1e-05,3.0,0.9285493827160494,1.0,0.6635514018691588
94,1e-05,4.0,0.9102623456790124,1.0,0.6635514018691588
95,1e-05,5.0,0.9543209876543209,1.0,0.6635514018691588
96,1e-05,6.0,0.9358024691358025,1.0,0.6635514018691588
97,1e-05,7.0,0.9888888888888889,1.0,0.6635514018691588
98,1e-05,8.0,0.9925925925925926,1.0,0.6635514018691588
99,1e-05,9.0,0.8698620188816266,1.0,0.6635514018691588
100,1e-05,0.0,0.9500385802469135,0.01,0.6635514018691588
101,1e-05,1.0,0.9296296296296297,0.01,0.6635514018691588
102,1e-05,2.0,0.9398919753086419,0.01,0.6635514018691588
103,1e-05,3.0,0.9506172839506173,0.01,0.6635514018691588
104,1e-05,4.0,0.9345679012345679,0.01,0.6635514018691588
105,1e-05,5.0,0.9592592592592593,0.01,0.6635514018691588
106,1e-05,6.0,0.9767746913580247,0.01,0.6635514018691588
107,1e-05,7.0,0.932253086419753,0.01,0.6635514018691588
108,1e-05,8.0,0.906776506899056,0.01,0.6635514018691588
109,1e-05,9.0,0.9507716049382715,0.01,0.6635514018691588
110,1e-05,0.0,0.9454611474219318,0.0001,0.6635514018691588
111,1e-05,1.0,0.9407407407407408,0.0001,0.6635514018691588
112,1e-05,2.0,0.9740740740740742,0.0001,0.6635514018691588
113,1e-05,3.0,0.9401620370370369,0.0001,0.6635514018691588
114,1e-05,4.0,0.9728395061728397,0.0001,0.6635514018691588
115,1e-05,5.0,0.9506172839506173,0.0001,0.6635514018691588
116,1e-05,6.0,0.9716049382716049,0.0001,0.6635514018691588
117,1e-05,7.0,0.9666666666666666,0.0001,0.6635514018691588
118,1e-05,8.0,0.980246913580247,0.0001,0.6635514018691588
119,1e-05,9.0,0.9827160493827161,0.0001,0.6635514018691588
